Order_id,Order_date,Delivery_date,Customer_id,Order_Item,Order_Qty,Order_Value,Payment_Type,Channel
O00005046,2026-02-13,2026-02-20,C004247,Skincare,1,2892.57,Credit Card,Website
O00005047,2026-02-09,2026-02-13,C004248,Bath & Body,1,906.57,UPI,Meta
O00005048,2026-02-08,2026-02-11,C004249,Haircare,1,1992.0,COD,Meta
O00005049,2026-02-19,2026-02-26,C004250,Skincare,1,2510.86,UPI,Meta
O00005050,2026-02-16,2026-02-24,C004251,Haircare,1,738.39,UPI,GoogleAds
O00005051,2026-02-14,2026-02-20,C004252,Makeup,2,2787.4,Net Banking,Qcom
O00005052,2026-02-15,2026-02-23,C004252,Haircare,1,1009.33,Credit Card,Ecom
O00005053,2026-02-23,2026-03-01,C004253,Fragrance,2,4783.58,Credit Card,Ecom
O00005054,2026-02-23,2026-02-24,C004254,Makeup,3,3889.43,Net Banking,Website
O00005055,2026-02-15,2026-02-19,C004255,Haircare,1,816.56,UPI,Ecom
O00005056,2026-02-17,2026-02-18,C004256,Fragrance,2,2015.09,UPI,Qcom
O00005057,2026-02-16,2026-02-22,C004257,Skincare,2,4769.98,Debit Card,Meta
O00005058,2026-02-20,2026-02-21,C004257,Makeup,1,1496.92,Credit Card,Qcom
O00005059,2026-02-18,2026-02-22,C004258,Haircare,1,1543.23,Credit Card,Ecom
O00005060,2026-02-14,2026-02-22,C004259,Haircare,1,1080.33,Debit Card,Website
O00005061,2026-02-14,2026-02-22,C004260,Skincare,1,1386.61,UPI,Website
O00005062,2026-02-25,2026-03-02,C004261,Haircare,1,1917.73,UPI,Ecom
O00005063,2026-02-11,2026-02-16,C004262,Bath & Body,2,1332.28,UPI,Qcom
O00005064,2026-02-19,2026-02-22,C004263,Haircare,1,640.9,COD,Website
O00005065,2026-02-17,2026-02-19,C004264,Makeup,3,4712.21,Credit Card,Ecom
O00005066,2026-02-16,2026-02-17,C004265,Haircare,1,608.3,Debit Card,Website
O00005067,2026-02-13,2026-02-15,C004266,Skincare,1,2205.73,Debit Card,Qcom
O00005068,2026-02-08,2026-02-14,C004267,Skincare,1,1357.7,Net Banking,GoogleAds
O00005069,2026-02-14,2026-02-19,C004267,Makeup,1,911.26,UPI,Meta
O00005070,2026-02-09,2026-02-10,C004268,Haircare,2,1799.47,UPI,Website
O00005071,2026-02-20,2026-02-27,C004269,Skincare,2,2633.03,UPI,Website
O00005072,2026-02-20,2026-02-25,C004269,Haircare,2,3053.22,COD,Website
O00005073,2026-02-14,2026-02-18,C004270,Haircare,2,4031.47,UPI,Website
O00005074,2026-02-16,2026-02-21,C004271,Haircare,2,2413.57,UPI,Qcom
O00005075,2026-02-21,2026-02-26,C004272,Haircare,1,1993.76,UPI,Website
O00005076,2026-02-12,2026-02-19,C004273,Bath & Body,1,792.93,UPI,Website
O00005077,2026-02-08,2026-02-15,C004274,Fragrance,1,2159.65,COD,Qcom
O00005078,2026-02-21,2026-02-23,C004275,Fragrance,1,1183.2,Debit Card,GoogleAds
O00005079,2026-02-16,2026-02-18,C004276,Skincare,3,6951.65,Credit Card,Website
O00005080,2026-02-25,2026-03-04,C004276,Bath & Body,2,564.3,UPI,Qcom
O00005081,2026-02-15,2026-02-22,C004277,Haircare,1,2271.61,Credit Card,Website
O00005082,2026-02-08,2026-02-12,C004278,Fragrance,3,4382.21,UPI,Qcom
O00005083,2026-02-13,2026-02-15,C004279,Skincare,1,848.57,UPI,Ecom
O00005084,2026-02-15,2026-02-23,C004280,Bath & Body,1,616.62,Net Banking,Ecom
O00005085,2026-02-14,2026-02-22,C004281,Haircare,3,2887.16,Debit Card,Website
O00005086,2026-02-09,2026-02-14,C004281,Haircare,1,2314.83,Credit Card,GoogleAds
O00005087,2026-02-05,2026-02-09,C004282,Skincare,1,1624.72,UPI,Qcom
O00005088,2026-02-07,2026-02-09,C004282,Haircare,1,1237.88,COD,Website
O00005089,2026-02-22,2026-02-27,C004283,Haircare,1,1370.83,UPI,Website
O00005090,2026-02-12,2026-02-13,C004284,Haircare,3,5528.68,Net Banking,Ecom
O00005091,2026-02-17,2026-02-18,C004285,Makeup,1,791.34,UPI,Qcom
O00005092,2026-02-14,2026-02-22,C004286,Makeup,1,375.13,Debit Card,Meta
O00005093,2026-02-08,2026-02-15,C004287,Haircare,2,1457.41,Credit Card,Qcom
O00005094,2026-02-10,2026-02-11,C004288,Fragrance,1,1541.9,Net Banking,Website
O00005095,2026-02-01,2026-02-08,C004289,Haircare,1,679.55,Credit Card,Ecom
O00005096,2026-02-23,2026-03-03,C004290,Haircare,2,1225.51,UPI,GoogleAds
O00005097,2026-02-21,2026-02-28,C004291,Skincare,1,1827.13,COD,Ecom
O00005098,2026-02-15,2026-02-20,C004292,Haircare,3,1999.91,Credit Card,GoogleAds
O00005099,2026-02-17,2026-02-18,C004293,Skincare,2,2748.56,UPI,Qcom
O00005100,2026-02-21,2026-02-25,C004293,Fragrance,1,3480.09,COD,Qcom
O00005101,2026-02-22,2026-02-27,C004294,Fragrance,2,3877.65,Debit Card,GoogleAds
O00005102,2026-02-18,2026-02-24,C004295,Fragrance,1,1089.49,Debit Card,Qcom
O00005103,2026-02-14,2026-02-21,C004296,Haircare,1,1539.01,COD,Ecom
O00005104,2026-02-16,2026-02-24,C004296,Haircare,1,1331.16,UPI,Website
O00005105,2026-02-21,2026-03-01,C004297,Haircare,1,699.98,UPI,Website
O00005106,2026-02-23,2026-03-01,C004298,Makeup,1,1397.99,Credit Card,Website
O00005107,2026-02-02,2026-02-08,C004299,Haircare,3,3832.27,UPI,Website
O00005108,2026-02-19,2026-02-24,C004300,Haircare,2,1885.74,Credit Card,Meta
O00005109,2026-02-17,2026-02-22,C004301,Skincare,1,1669.19,UPI,GoogleAds
O00005110,2026-02-27,2026-03-03,C004302,Skincare,1,2900.47,UPI,Meta
O00005111,2026-02-06,2026-02-10,C004303,Haircare,2,2218.9,UPI,Qcom
O00005112,2026-02-20,2026-02-25,C004304,Haircare,3,4093.91,COD,GoogleAds
O00005113,2026-02-23,2026-03-01,C004305,Makeup,1,841.52,UPI,Ecom
O00005114,2026-02-03,2026-02-04,C004306,Skincare,1,938.71,Credit Card,Ecom
O00005115,2026-02-09,2026-02-16,C004307,Bath & Body,2,1492.04,UPI,Ecom
O00005116,2026-02-02,2026-02-06,C004308,Skincare,1,1219.47,Debit Card,Website
O00005117,2026-02-17,2026-02-24,C004309,Makeup,1,584.91,UPI,Ecom
O00005118,2026-02-23,2026-03-03,C004310,Skincare,3,3022.8,UPI,Ecom
O00005119,2026-02-24,2026-02-26,C004311,Makeup,2,1478.53,UPI,Qcom
O00005120,2026-02-07,2026-02-12,C004312,Skincare,2,2335.15,UPI,Qcom
O00005121,2026-02-05,2026-02-11,C004313,Haircare,1,2275.06,UPI,Website
O00005122,2026-02-06,2026-02-11,C004314,Haircare,1,1192.6,UPI,Meta
O00005123,2026-02-16,2026-02-23,C004314,Haircare,2,4956.07,UPI,GoogleAds
O00005124,2026-02-23,2026-02-27,C004315,Bath & Body,1,1241.6,Credit Card,Qcom
O00005125,2026-02-20,2026-02-24,C004316,Fragrance,1,1349.91,UPI,Ecom
O00005126,2026-02-15,2026-02-18,C004316,Makeup,1,899.94,Credit Card,Meta
O00005127,2026-02-05,2026-02-13,C004317,Bath & Body,1,618.54,Credit Card,Ecom
O00005128,2026-02-17,2026-02-20,C004318,Skincare,1,1405.57,Credit Card,Qcom
O00005129,2026-02-19,2026-02-24,C004319,Makeup,1,921.88,UPI,Ecom
O00005130,2026-02-01,2026-02-02,C004320,Bath & Body,3,1491.09,COD,Ecom
O00005131,2026-02-07,2026-02-11,C004321,Skincare,1,1167.51,UPI,GoogleAds
O00005132,2026-02-10,2026-02-15,C004322,Haircare,1,2232.82,UPI,Website
O00005133,2026-02-11,2026-02-15,C004323,Skincare,1,1214.64,Debit Card,Website
O00005134,2026-02-20,2026-02-21,C004324,Haircare,1,1235.03,Net Banking,Ecom
O00005135,2026-02-16,2026-02-22,C004325,Haircare,1,1611.1,UPI,Qcom
O00005136,2026-02-26,2026-03-05,C004326,Haircare,1,1238.66,Debit Card,Qcom
O00005137,2026-02-24,2026-02-27,C004327,Makeup,2,2665.31,COD,GoogleAds
O00005138,2026-02-07,2026-02-10,C004327,Haircare,1,1417.02,COD,Ecom
O00005139,2026-02-26,2026-03-02,C004328,Haircare,1,522.81,Credit Card,Ecom
O00005140,2026-02-17,2026-02-21,C004329,Haircare,3,4110.22,UPI,Ecom
O00005141,2026-02-04,2026-02-12,C004330,Skincare,2,2470.92,COD,Website
O00005142,2026-02-13,2026-02-20,C004331,Skincare,1,2135.81,COD,Website
O00005143,2026-02-24,2026-02-27,C004332,Haircare,3,3473.45,UPI,GoogleAds
O00005144,2026-02-07,2026-02-15,C004332,Skincare,3,2952.95,UPI,Meta
O00005145,2026-02-08,2026-02-16,C004333,Skincare,1,2302.01,Credit Card,Website
O00005146,2026-02-23,2026-02-28,C004333,Haircare,1,2067.4,UPI,Ecom
O00005147,2026-02-14,2026-02-20,C004334,Skincare,1,2028.14,UPI,Ecom
O00005148,2026-02-01,2026-02-09,C004335,Bath & Body,1,360.05,Credit Card,Qcom
O00005149,2026-02-09,2026-02-17,C004336,Haircare,1,1626.22,UPI,GoogleAds
O00005150,2026-02-07,2026-02-08,C004336,Fragrance,1,1323.81,UPI,Website
O00005151,2026-02-03,2026-02-10,C004337,Fragrance,3,4825.23,Net Banking,Meta
O00005152,2026-02-05,2026-02-10,C004338,Skincare,1,2335.15,Debit Card,Qcom
O00005153,2026-02-05,2026-02-10,C004339,Makeup,1,1003.72,UPI,Qcom
O00005154,2026-02-01,2026-02-08,C004340,Haircare,2,2182.17,COD,Meta
O00005155,2026-02-26,2026-03-02,C004341,Haircare,1,712.54,Debit Card,Qcom
O00005156,2026-02-08,2026-02-15,C004342,Skincare,1,945.07,Debit Card,Website
O00005157,2026-02-18,2026-02-19,C004343,Bath & Body,1,1133.44,Debit Card,Qcom
O00005158,2026-02-07,2026-02-15,C004344,Makeup,1,851.12,UPI,GoogleAds
O00005159,2026-02-20,2026-02-25,C004345,Haircare,2,1598.99,UPI,Qcom
O00005160,2026-02-19,2026-02-25,C004346,Wellness,1,791.14,Debit Card,Ecom
O00005161,2026-02-19,2026-02-21,C004346,Wellness,3,2822.1,UPI,Qcom
O00005162,2026-02-12,2026-02-14,C004347,Fragrance,1,3005.99,UPI,Qcom
O00005163,2026-02-25,2026-02-26,C004348,Haircare,2,3652.56,Debit Card,GoogleAds
O00005164,2026-02-16,2026-02-24,C004349,Wellness,1,1089.62,UPI,Ecom
O00005165,2026-02-09,2026-02-11,C004350,Skincare,1,936.38,Credit Card,Meta
O00005166,2026-02-14,2026-02-18,C004351,Skincare,2,3859.22,UPI,Website
O00005167,2026-02-14,2026-02-18,C004352,Haircare,1,2437.02,UPI,GoogleAds
O00005168,2026-02-14,2026-02-22,C004353,Haircare,1,1218.3,UPI,Ecom
O00005169,2026-02-10,2026-02-15,C004354,Skincare,1,1958.08,UPI,Ecom
O00005170,2026-02-16,2026-02-17,C004355,Haircare,1,1552.74,Credit Card,Website
O00005171,2026-02-07,2026-02-13,C004356,Haircare,1,1353.59,Credit Card,Website
O00005172,2026-02-06,2026-02-11,C004357,Skincare,1,1760.75,UPI,GoogleAds
O00005173,2026-02-26,2026-02-27,C004358,Haircare,1,1222.15,Credit Card,Qcom
O00005174,2026-02-22,2026-02-24,C004359,Haircare,1,635.23,Debit Card,Qcom
O00005175,2026-02-01,2026-02-04,C004360,Wellness,1,1619.08,Credit Card,Website
O00005176,2026-02-12,2026-02-14,C004361,Skincare,1,2003.02,Debit Card,Ecom
O00005177,2026-02-18,2026-02-26,C004362,Haircare,1,2195.68,Credit Card,Website
O00005178,2026-02-24,2026-03-03,C004363,Makeup,1,742.06,UPI,Qcom
O00005179,2026-02-12,2026-02-20,C004364,Skincare,2,3189.84,Net Banking,GoogleAds
O00005180,2026-02-10,2026-02-14,C004365,Haircare,1,745.47,UPI,GoogleAds
O00005181,2026-02-03,2026-02-10,C004366,Makeup,1,804.52,Net Banking,Website
O00005182,2026-02-23,2026-03-02,C004367,Skincare,1,1303.48,COD,Qcom
O00005183,2026-02-23,2026-02-27,C004368,Wellness,1,662.87,UPI,Qcom
O00005184,2026-02-09,2026-02-13,C004369,Haircare,1,1475.91,Debit Card,Qcom
O00005185,2026-02-24,2026-03-02,C004370,Skincare,1,1082.78,Credit Card,Ecom
O00005186,2026-02-18,2026-02-21,C004371,Haircare,1,1965.43,COD,Website
O00005187,2026-02-10,2026-02-18,C004372,Fragrance,1,2713.92,UPI,Qcom
O00005188,2026-02-22,2026-03-02,C004372,Haircare,2,4602.21,UPI,Ecom
O00005189,2026-02-27,2026-03-06,C004373,Haircare,2,2482.8,COD,Ecom
O00005190,2026-02-03,2026-02-04,C004374,Skincare,1,1752.38,COD,Qcom
O00005191,2026-02-14,2026-02-18,C004375,Skincare,1,2492.52,Debit Card,Ecom
O00005192,2026-02-06,2026-02-08,C004375,Skincare,1,1536.33,Credit Card,Website
O00005193,2026-02-07,2026-02-10,C004376,Makeup,1,1616.48,Net Banking,Website
O00005194,2026-02-10,2026-02-15,C004377,Haircare,1,1590.82,Credit Card,Website
O00005195,2026-02-15,2026-02-16,C004377,Skincare,1,2126.89,Debit Card,Ecom
O00005196,2026-02-11,2026-02-15,C004378,Fragrance,1,1829.96,UPI,Qcom
O00005197,2026-02-16,2026-02-24,C004379,Fragrance,1,1293.01,UPI,Qcom
O00005198,2026-02-09,2026-02-15,C004380,Skincare,1,1463.25,UPI,Ecom
O00005199,2026-02-09,2026-02-10,C004381,Skincare,1,2203.66,Credit Card,Website
O00005200,2026-02-25,2026-02-26,C004382,Skincare,2,2708.84,COD,Website
O00005201,2026-02-20,2026-02-22,C004383,Haircare,2,4401.09,Debit Card,GoogleAds
O00005202,2026-02-17,2026-02-18,C004383,Haircare,1,1336.38,Debit Card,Website
O00005203,2026-02-14,2026-02-17,C004384,Skincare,1,2787.65,Credit Card,GoogleAds
O00005204,2026-02-07,2026-02-12,C004385,Haircare,2,2222.12,COD,Website
O00005205,2026-02-20,2026-02-21,C004386,Wellness,1,1530.49,Net Banking,Ecom
O00005206,2026-02-14,2026-02-21,C004387,Fragrance,1,1274.04,Credit Card,Qcom
O00005207,2026-02-01,2026-02-08,C004388,Makeup,1,926.22,UPI,Website
O00005208,2026-02-04,2026-02-06,C004389,Makeup,2,2478.5,UPI,Ecom
O00005209,2026-02-15,2026-02-17,C004390,Haircare,3,1819.84,UPI,GoogleAds
O00005210,2026-02-24,2026-02-25,C004391,Haircare,1,1680.37,Debit Card,Qcom
O00005211,2026-02-02,2026-02-06,C004392,Haircare,1,1344.55,UPI,Website
O00005212,2026-02-12,2026-02-17,C004393,Haircare,2,2071.67,UPI,Qcom
O00005213,2026-02-20,2026-02-27,C004394,Skincare,1,2750.87,Net Banking,Website
O00005214,2026-02-19,2026-02-21,C004395,Makeup,1,1100.05,Credit Card,Website
O00005215,2026-02-07,2026-02-11,C004396,Haircare,1,1073.9,Net Banking,Website
O00005216,2026-02-12,2026-02-19,C004397,Haircare,1,1862.96,Net Banking,GoogleAds
O00005217,2026-02-09,2026-02-10,C004398,Haircare,2,3613.03,Credit Card,Website
O00005218,2026-02-06,2026-02-10,C004399,Fragrance,1,1424.45,UPI,GoogleAds
O00005219,2026-02-27,2026-03-04,C004400,Makeup,1,726.87,UPI,Website
O00005220,2026-02-24,2026-02-26,C004401,Haircare,1,985.82,UPI,Website
O00005221,2026-02-05,2026-02-10,C004401,Wellness,1,663.34,UPI,Qcom
O00005222,2026-02-15,2026-02-23,C004402,Makeup,3,3366.37,COD,GoogleAds
O00005223,2026-02-03,2026-02-05,C004402,Wellness,1,1534.37,UPI,Website
O00005224,2026-02-03,2026-02-11,C004403,Skincare,2,4979.53,Credit Card,Qcom
O00005225,2026-02-17,2026-02-25,C004404,Haircare,1,1997.29,UPI,Meta
O00005226,2026-02-03,2026-02-04,C004405,Skincare,2,1444.46,UPI,Website
O00005227,2026-02-07,2026-02-09,C004405,Skincare,1,2205.16,UPI,Ecom
O00005228,2026-02-05,2026-02-13,C004406,Skincare,1,1174.11,UPI,Website
O00005229,2026-02-03,2026-02-07,C004407,Skincare,1,2709.57,Debit Card,Qcom
O00005230,2026-02-14,2026-02-21,C004408,Skincare,3,3942.45,Net Banking,Qcom
O00005231,2026-02-13,2026-02-20,C004408,Makeup,1,1266.82,Credit Card,Qcom
O00005232,2026-02-16,2026-02-19,C004409,Makeup,2,2555.44,UPI,Website
O00005233,2026-02-22,2026-02-28,C004409,Fragrance,1,1429.14,Credit Card,Qcom
O00005234,2026-02-16,2026-02-24,C004410,Fragrance,1,1144.23,UPI,Ecom
O00005235,2026-02-02,2026-02-03,C004411,Haircare,1,778.77,Credit Card,Website
O00005236,2026-02-05,2026-02-07,C004411,Haircare,3,4718.08,COD,Meta
O00005237,2026-02-14,2026-02-22,C004412,Skincare,3,8839.64,Credit Card,Qcom
O00005238,2026-02-24,2026-02-28,C004412,Haircare,1,2071.35,UPI,GoogleAds
O00005239,2026-02-09,2026-02-17,C004413,Skincare,1,2444.13,Credit Card,Qcom
O00005240,2026-02-27,2026-03-06,C004414,Haircare,1,1749.24,UPI,Website
O00005241,2026-02-09,2026-02-14,C004415,Wellness,1,1824.38,Credit Card,Qcom
O00005242,2026-02-17,2026-02-21,C004416,Haircare,1,2031.21,UPI,Meta
O00005243,2026-02-18,2026-02-23,C004417,Makeup,1,1529.89,Net Banking,Qcom
O00005244,2026-02-13,2026-02-16,C004418,Bath & Body,2,2270.76,UPI,Ecom
O00005245,2026-02-09,2026-02-17,C004419,Makeup,1,631.17,Net Banking,Qcom
O00005246,2026-02-25,2026-02-27,C004420,Skincare,1,1876.77,Credit Card,GoogleAds
O00005247,2026-02-13,2026-02-17,C004421,Haircare,1,710.42,UPI,Website
O00005248,2026-02-10,2026-02-11,C004421,Haircare,2,2370.73,Net Banking,Ecom
O00005249,2026-02-08,2026-02-11,C004422,Haircare,1,1785.14,Debit Card,Ecom
O00005250,2026-02-12,2026-02-19,C004423,Skincare,1,1426.07,UPI,Qcom
O00005251,2026-02-14,2026-02-16,C004424,Skincare,2,4783.66,UPI,Website
O00005252,2026-02-14,2026-02-22,C004425,Skincare,1,1505.65,COD,Ecom
O00005253,2026-02-14,2026-02-19,C004426,Skincare,1,2257.64,Net Banking,Ecom
O00005254,2026-02-10,2026-02-18,C004427,Skincare,1,2170.0,Credit Card,Website
O00005255,2026-02-22,2026-03-02,C004428,Fragrance,1,787.77,UPI,Ecom
O00005256,2026-02-27,2026-03-03,C004429,Haircare,1,1143.18,COD,Qcom
O00005257,2026-02-19,2026-02-22,C004430,Skincare,1,1274.57,UPI,Ecom
O00005258,2026-02-21,2026-02-27,C004431,Haircare,1,1096.71,UPI,Website
O00005259,2026-02-22,2026-02-26,C004432,Makeup,1,1487.34,UPI,Qcom
O00005260,2026-02-11,2026-02-14,C004433,Haircare,2,4043.97,Debit Card,Website
O00005261,2026-02-14,2026-02-20,C004434,Wellness,3,6329.97,UPI,Ecom
O00005262,2026-02-03,2026-02-07,C004434,Fragrance,1,1550.8,Credit Card,Ecom
O00005263,2026-02-06,2026-02-07,C004435,Makeup,2,3475.71,UPI,Qcom
O00005264,2026-02-19,2026-02-24,C004436,Haircare,2,2173.21,Credit Card,Ecom
O00005265,2026-02-27,2026-03-04,C004437,Bath & Body,1,960.6,Credit Card,Website
O00005266,2026-02-17,2026-02-23,C004438,Makeup,2,1232.95,COD,Website
O00005267,2026-02-27,2026-03-04,C004439,Skincare,2,2124.7,UPI,GoogleAds
O00005268,2026-02-18,2026-02-19,C004440,Fragrance,2,5080.51,Credit Card,Website
O00005269,2026-02-18,2026-02-20,C004441,Skincare,1,1612.19,UPI,Meta
O00005270,2026-02-15,2026-02-23,C004442,Haircare,1,1632.76,UPI,Qcom
O00005271,2026-02-06,2026-02-07,C004443,Haircare,1,2312.45,Credit Card,Qcom
O00005272,2026-02-15,2026-02-17,C004444,Skincare,3,2242.38,UPI,GoogleAds
O00005273,2026-02-11,2026-02-18,C004445,Skincare,1,1741.14,UPI,GoogleAds
O00005274,2026-02-20,2026-02-25,C004446,Haircare,1,1740.57,Net Banking,Qcom
O00005275,2026-02-11,2026-02-14,C004447,Skincare,1,1200.21,Net Banking,Meta
O00005276,2026-02-25,2026-03-02,C004447,Wellness,1,1477.84,Debit Card,Qcom
O00005277,2026-02-04,2026-02-08,C004448,Skincare,1,1525.89,Credit Card,Ecom
O00005278,2026-02-07,2026-02-13,C004449,Haircare,1,1079.37,UPI,Meta
O00005279,2026-02-09,2026-02-13,C004450,Haircare,3,2085.82,UPI,Website
O00005280,2026-02-14,2026-02-22,C004450,Fragrance,1,2939.64,Credit Card,Ecom
O00005281,2026-02-14,2026-02-19,C004451,Haircare,1,2136.65,Net Banking,Qcom
O00005282,2026-02-02,2026-02-08,C004451,Wellness,1,1466.52,UPI,GoogleAds
O00005283,2026-02-12,2026-02-14,C004452,Makeup,1,1141.75,COD,Qcom
O00005284,2026-02-16,2026-02-21,C004453,Skincare,1,1434.66,Credit Card,Website
O00005285,2026-02-08,2026-02-10,C004453,Haircare,2,1871.03,UPI,Website
O00005286,2026-02-05,2026-02-10,C004454,Haircare,1,2452.8,Net Banking,Qcom
O00005287,2026-02-10,2026-02-13,C004455,Makeup,2,3309.51,Credit Card,Website
O00005288,2026-02-02,2026-02-05,C004456,Haircare,1,905.66,Debit Card,Meta
O00005289,2026-02-08,2026-02-15,C004456,Fragrance,1,1599.33,UPI,Ecom
O00005290,2026-02-16,2026-02-21,C004457,Wellness,2,3125.74,Net Banking,Ecom
O00005291,2026-02-02,2026-02-03,C004458,Makeup,2,1320.54,UPI,Meta
O00005292,2026-02-03,2026-02-08,C004459,Haircare,1,2001.85,UPI,Website
O00005293,2026-02-24,2026-02-26,C004460,Skincare,1,2245.07,UPI,Qcom
O00005294,2026-02-19,2026-02-21,C004461,Bath & Body,1,967.94,UPI,Qcom
O00005295,2026-02-04,2026-02-07,C004461,Haircare,2,2023.4,Debit Card,Ecom
O00005296,2026-02-12,2026-02-13,C004462,Haircare,1,1359.04,Debit Card,Ecom
O00005297,2026-02-25,2026-03-05,C004463,Makeup,1,501.73,Debit Card,Qcom
O00005298,2026-02-23,2026-02-26,C004463,Fragrance,1,3275.38,UPI,Ecom
O00005299,2026-02-07,2026-02-14,C004464,Skincare,1,1117.98,UPI,Website
O00005300,2026-02-10,2026-02-13,C004465,Skincare,1,2906.28,Net Banking,Qcom
O00005301,2026-02-24,2026-02-28,C004466,Wellness,1,1234.54,UPI,Ecom
O00005302,2026-02-26,2026-03-01,C004466,Haircare,1,1103.98,Net Banking,Meta
O00005303,2026-02-02,2026-02-10,C004467,Skincare,1,717.78,UPI,Qcom
O00005304,2026-02-17,2026-02-23,C004467,Skincare,1,1663.02,Credit Card,Website
O00005305,2026-02-03,2026-02-07,C004468,Skincare,1,2057.55,Credit Card,Qcom
O00005306,2026-02-26,2026-02-28,C004469,Makeup,2,1940.95,Credit Card,Ecom
O00005307,2026-02-03,2026-02-11,C004469,Haircare,1,1781.49,Credit Card,GoogleAds
O00005308,2026-02-12,2026-02-20,C004470,Haircare,1,839.01,UPI,Website
O00005309,2026-02-01,2026-02-04,C004471,Fragrance,1,3020.32,UPI,Qcom
O00005310,2026-02-03,2026-02-11,C004472,Skincare,1,1988.27,UPI,Website
O00005311,2026-02-21,2026-02-25,C004472,Skincare,1,1184.36,UPI,Ecom
O00005312,2026-02-13,2026-02-16,C004473,Makeup,2,3344.89,UPI,Website
O00005313,2026-02-22,2026-02-23,C004474,Haircare,1,830.5,Credit Card,Qcom
O00005314,2026-02-20,2026-02-23,C004475,Haircare,1,2308.03,UPI,Website
O00005315,2026-02-06,2026-02-09,C004476,Skincare,1,1405.03,Credit Card,GoogleAds
O00005316,2026-02-10,2026-02-13,C004477,Haircare,1,2344.57,UPI,Ecom
O00005317,2026-02-08,2026-02-12,C004478,Haircare,1,1552.82,UPI,Ecom
O00005318,2026-02-15,2026-02-16,C004478,Fragrance,1,1584.74,UPI,Meta
O00005319,2026-02-26,2026-02-27,C004479,Skincare,2,5452.17,UPI,Website
O00005320,2026-02-04,2026-02-10,C004480,Skincare,2,2106.3,UPI,Website
O00005321,2026-02-13,2026-02-16,C004481,Bath & Body,1,858.13,Net Banking,Qcom
O00005322,2026-02-02,2026-02-09,C004482,Wellness,1,736.71,Net Banking,GoogleAds
O00005323,2026-02-04,2026-02-09,C004483,Skincare,1,3058.33,Credit Card,GoogleAds
O00005324,2026-02-14,2026-02-19,C004484,Skincare,1,926.74,COD,Website
O00005325,2026-02-22,2026-02-25,C004485,Skincare,2,1773.04,UPI,Ecom
O00005326,2026-02-15,2026-02-23,C004486,Skincare,1,1818.63,Credit Card,Ecom
O00005327,2026-02-05,2026-02-11,C004487,Haircare,1,2136.72,Debit Card,GoogleAds
O00005328,2026-02-20,2026-02-25,C004488,Bath & Body,2,756.77,UPI,Meta
O00005329,2026-02-08,2026-02-09,C004489,Haircare,3,5932.26,UPI,Qcom
O00005330,2026-02-13,2026-02-21,C004490,Haircare,1,751.19,UPI,Qcom
O00005331,2026-02-07,2026-02-14,C004491,Makeup,1,1013.29,UPI,Meta
O00005332,2026-02-03,2026-02-11,C004491,Haircare,1,1162.71,UPI,Qcom
O00005333,2026-02-09,2026-02-15,C004492,Haircare,2,1376.31,Credit Card,Ecom
O00005334,2026-02-03,2026-02-09,C004493,Skincare,2,4552.92,UPI,Qcom
O00005335,2026-02-25,2026-03-02,C004493,Skincare,1,2077.06,UPI,Qcom
O00005336,2026-02-14,2026-02-16,C004494,Haircare,3,5465.92,Credit Card,Qcom
O00005337,2026-02-26,2026-03-01,C004495,Haircare,2,2148.07,UPI,Qcom
O00005338,2026-02-26,2026-02-28,C004496,Skincare,1,1836.16,Credit Card,Website
O00005339,2026-02-15,2026-02-21,C004497,Haircare,1,1533.88,UPI,Qcom
O00005340,2026-02-08,2026-02-13,C004498,Bath & Body,1,1059.54,UPI,Ecom
O00005341,2026-02-13,2026-02-14,C004499,Skincare,1,2019.38,Credit Card,Ecom
O00005342,2026-02-07,2026-02-09,C004500,Wellness,1,1088.57,Credit Card,Ecom
O00005343,2026-02-26,2026-03-01,C004501,Wellness,2,1172.16,UPI,Website
O00005344,2026-02-14,2026-02-20,C004502,Bath & Body,2,1781.36,UPI,Ecom
O00005345,2026-02-18,2026-02-20,C004503,Haircare,3,2906.1,UPI,Website
O00005346,2026-02-12,2026-02-18,C004504,Haircare,1,1167.31,Credit Card,Meta
O00005347,2026-02-05,2026-02-10,C004505,Skincare,1,2706.77,UPI,Website
O00005348,2026-02-20,2026-02-27,C004506,Skincare,1,2543.41,UPI,Ecom
O00005349,2026-02-25,2026-02-27,C004507,Skincare,1,3076.95,Debit Card,Meta
O00005350,2026-02-10,2026-02-17,C004508,Skincare,2,1517.32,Net Banking,Ecom
O00005351,2026-02-17,2026-02-21,C004509,Haircare,1,1322.32,UPI,Ecom
O00005352,2026-02-01,2026-02-04,C004510,Skincare,1,2048.23,UPI,GoogleAds
O00005353,2026-02-18,2026-02-21,C004511,Haircare,2,3883.17,Debit Card,Website
O00005354,2026-02-01,2026-02-06,C004512,Skincare,1,848.66,UPI,Qcom
O00005355,2026-02-20,2026-02-23,C004513,Fragrance,2,1614.42,COD,Website
O00005356,2026-02-19,2026-02-24,C004514,Skincare,1,1454.3,COD,Ecom
O00005357,2026-02-13,2026-02-20,C004515,Skincare,1,1986.95,UPI,Ecom
O00005358,2026-02-25,2026-03-02,C004516,Haircare,2,4828.02,UPI,Meta
O00005359,2026-02-23,2026-03-02,C004516,Wellness,1,1703.16,UPI,Ecom
